100
0 0.000000 0.000000 
1 0.062832 0.062791 
2 0.125664 0.125333 
3 0.188496 0.187381 
4 0.251327 0.248690 
5 0.314159 0.309017 
6 0.376991 0.368125 
7 0.439823 0.425779 
8 0.502655 0.481754 
9 0.565487 0.535827 
10 0.628319 0.587785 
11 0.691150 0.637424 
12 0.753982 0.684547 
13 0.816814 0.728969 
14 0.879646 0.770513 
15 0.942478 0.809017 
16 1.005310 0.844328 
17 1.068142 0.876307 
18 1.130973 0.904827 
19 1.193805 0.929776 
20 1.256637 0.951057 
21 1.319469 0.968583 
22 1.382301 0.982287 
23 1.445133 0.992115 
24 1.507964 0.998027 
25 1.570796 1.000000 
26 1.633628 0.998027 
27 1.696460 0.992115 
28 1.759292 0.982287 
29 1.822124 0.968583 
30 1.884956 0.951057 
31 1.947787 0.929776 
32 2.010619 0.904827 
33 2.073451 0.876307 
34 2.136283 0.844328 
35 2.199115 0.809017 
36 2.261947 0.770513 
37 2.324779 0.728969 
38 2.387610 0.684547 
39 2.450442 0.637424 
40 2.513274 0.587785 
41 2.576106 0.535827 
42 2.638938 0.481754 
43 2.701770 0.425779 
44 2.764602 0.368125 
45 2.827433 0.309017 
46 2.890265 0.248690 
47 2.953097 0.187381 
48 3.015929 0.125333 
49 3.078761 0.062791 
50 3.141593 -0.000000 
51 3.204425 -0.062791 
52 3.267256 -0.125333 
53 3.330088 -0.187381 
54 3.392920 -0.248690 
55 3.455752 -0.309017 
56 3.518584 -0.368125 
57 3.581416 -0.425779 
58 3.644247 -0.481754 
59 3.707079 -0.535827 
60 3.769911 -0.587785 
61 3.832743 -0.637424 
62 3.895575 -0.684547 
63 3.958407 -0.728969 
64 4.021239 -0.770513 
65 4.084070 -0.809017 
66 4.146902 -0.844328 
67 4.209734 -0.876307 
68 4.272566 -0.904827 
69 4.335398 -0.929776 
70 4.398230 -0.951057 
71 4.461062 -0.968583 
72 4.523893 -0.982287 
73 4.586725 -0.992115 
74 4.649557 -0.998027 
75 4.712389 -1.000000 
76 4.775221 -0.998027 
77 4.838053 -0.992115 
78 4.900885 -0.982287 
79 4.963716 -0.968583 
80 5.026548 -0.951057 
81 5.089380 -0.929776 
82 5.152212 -0.904827 
83 5.215044 -0.876307 
84 5.277876 -0.844328 
85 5.340708 -0.809017 
86 5.403539 -0.770513 
87 5.466371 -0.728969 
88 5.529203 -0.684547 
89 5.592035 -0.637424 
90 5.654867 -0.587785 
91 5.717699 -0.535827 
92 5.780530 -0.481754 
93 5.843362 -0.425779 
94 5.906194 -0.368125 
95 5.969026 -0.309017 
96 6.031858 -0.248690 
97 6.094690 -0.187381 
98 6.157522 -0.125333 
99 6.220353 -0.062791 
